COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE
tnig	Contig_26057	Contig_83533	2	16	3104859	3526646	421787	5	8.46	8.60	0.14
tnig	Contig_44858	Contig_42933	2	16	8194881	6553694	1641187	5	63.84	74.60	10.76
onil	Soc548	Contig_16607	2	16	8334563	8154407	180156	11	10.54	11.19	0.65
onil	Contig_29090	Soc1128	3	16	23166063	22874938	291125	11	22.82	26.29	3.47
onil	Contig_20298	Contig_10628	3	16	31402320	28645095	2764924	11	26.95	31.75	4.80
onil	Contig_38218	Contig_129	4	16	20640099	19293219	1605941	11	36.35	39.91	3.56
onil	Contig_1918	Contig_26746	2	16	15664687	16222456	557769	11	47.37	51.25	3.88
onil	Contig_1974	Soc565	2	16	13584000	10467383	3116617	11	61.03	68.42	7.39
onil	Contig_2467	Soc648	2	16	1148311	1392973	244662	11	72.88	73.50	0.62
onil	Soc543	Contig_7495	5	20	18382789	21180091	2797302	21	3.69	12.45	8.76
onil	Contig_27565	Contig_19384	7	20	30326730	23161008	7165722	21	17.02	50.31	33.29
onil	Contig_10209	Contig_10874	6	20	12623401	7217883	5921633	21	55.27	67.26	11.99
onil	Contig_13434	Contig_41732	2	20	5894444	5749528	144916	21	68.53	69.79	1.26
onil	Contig_49244	Contig_775	2	9	2572957	41791	2531166	7	0	6.48	6.48
onil	Contig_7139	Contig_20392	12	9	2906930	10524411	7781353	7	6.48	35.99	29.51
onil	Contig_12913	Contig_18930	3	9	12550295	12535384	224967	7	44.04	48.91	4.87
onil	Soc1099	Soc1098	2	9	14553793	14553793	0	7	54.86	56.46	1.60
onil	Contig_32905	Contig_39806	3	9	15669952	14738651	931301	7	56.46	58.93	2.47
onil	Contig_47513	Contig_6874	2	9	17918375	18845006	926631	7	69.15	70.13	0.98
onil	Soc819	Contig_70432	2	23	2732626	2016029	716597	2	78.65	79.88	1.23
onil	Contig_36009	Contig_87726	4	15	11749790	9609673	2140117	17	4.07	5.56	1.49
onil	Contig_151	Contig_38333	2	15	24707679	22687345	2020334	17	8.78	19.00	10.22
onil	Lcr08	Contig_57040	5	15	21296829	18929093	2367736	17	23.97	40.76	16.79
onil	Soc880	Contig_911	6	15	18874457	14123935	4750522	17	42.17	60.01	17.84
onil	Contig_2014	Soc1072	3	15	2409640	2552690	170088	17	65.74	65.74	0.00
onil	Contig_24314	Contig_51690	2	15	1885191	1421403	463788	17	67.14	68.83	1.69
onil	Contig_73579	Contig_2547	2	15	5734841	6077472	342631	17	81.33	81.95	0.62
onil	Contig_39896	Contig_3199	2	15	7266796	6402157	864639	17	81.95	83.22	1.27
onil	Contig_6646	Contig_305	3	7	27919856	31701603	3829061	22	7.26	8.45	1.19
onil	Soc616	Soc657	6	7	26094680	20082366	6776230	22	34.77	44.71	9.94
onil	Contig_1924	Contig_897	3	7	10239716	11848700	1608984	22	56.10	66.52	10.42
onil	Lcr12	Contig_44164	2	7	12267243	12815123	547880	22	74.87	76.17	1.30
onil	Soc991	Soc1146	2	6	16739567	18539018	1799451	1	13.04	18.44	5.40
onil	Contig_4432	Contig_34398	2	6	16320355	16379787	59432	1	21.04	20.33	0.71
onil	Contig_10045	Soc955	4	6	14597493	12905929	2299292	1	23.19	27.90	5.41
onil	Contig_15357	Contig_13052	2	6	9720852	8976201	744651	1	29.65	32.35	2.70
onil	Soc1054	Soc745	4	6	11455387	11023479	599287	1	35.75	43.93	8.18
onil	Contig_9657	Contig_65238	2	6	7331332	4060316	3271016	1	46.07	52.85	6.78
onil	Dla97	Contig_48437	2	6	24856540	23328758	1527782	1	58.02	60.09	2.07
onil	Contig_33862	Contig_98024	10	6	30649432	34117608	3687982	1	75.03	83.20	8.17
onil	Contig_34015	Contig_39819	2	6	30074363	29705517	368846	1	83.11	93.91	10.80
onil	Contig_14829	Contig_48749	3	23	11974489	12639259	664770	18	2.74	4.52	1.78
onil	Contig_2075	Contig_35477	4	23	13878874	13253672	625202	18	8.57	11.88	3.31
onil	Contig_52548	Contig_9756	3	23	11587045	11943976	477983	18	16.28	19.46	3.18
onil	Contig_46859	Contig_38502	2	23	15418945	15086142	332803	18	35.58	36.80	1.22
onil	Contig_615	Contig_25308	3	23	18475081	20158001	1682920	18	43.36	58.04	14.68
onil	Contig_26837	Contig_9341	3	17	31262266	31233100	34354	18	66.99	66.99	0.00
onil	Contig_5448	Soc581	2	17	4898527	190573	4707954	18	73.65	75.54	1.89
onil	Soc821	Soc1127	2	23	7139023	7248305	109282	18	82.57	82.57	0.00
onil	Contig_17046	Soc713	2	18	21811734	23545480	1733746	13	12.67	12.05	0.62
onil	Contig_104646	Contig_8622	5	18	13897148	13461583	2651893	13	30.78	32.63	1.85
onil	Contig_72112	Contig_18204	10	18	10943497	7093312	4203835	13	36.67	57.87	21.20
onil	Contig_63257	Contig_53258	2	18	5416038	5960827	544789	13	63.71	67.14	3.43
onil	Contig_33200	Contig_53377	2	18	918558	2124827	1206269	13	80.27	79.83	0.44
onil	Soc1155	Contig_66678	4	18	2769743	4399465	1629722	13	79.65	79.83	0.18
onil	Contig_16651	Dla84	2	19	15403084	17197337	1794253	16	28.06	32.67	4.61
onil	Contig_26622	Contig_27803	2	19	12016512	12709645	693133	16	33.32	33.95	0.63
onil	Contig_18654	Contig_14065	2	19	19827288	20089029	261741	16	40.42	48.99	8.57
onil	Contig_47606	Contig_167	7	19	628343	3208208	2579865	16	53.06	59.06	6.00
onil	Contig_19539	Contig_6059	6	19	5115183	6808526	1980731	16	62.47	76.16	13.69
onil	Contig_7218	Contig_21305	4	19	8680872	7761657	919215	16	76.16	85.30	9.14
onil	Contig_30701	Soc550	2	19	10849469	10136796	712673	16	86.01	88.04	2.03
onil	Soc609	Soc994	3	19	21454641	20964766	489875	16	91.19	92.58	1.39
onil	Contig_8665	Contig_40403	3	17	4637314	6254798	1617484	23	10.46	10.46	0.00
onil	Soc527	Contig_32828	3	17	29028450	29466368	697463	23	17.45	18.88	1.43
onil	Soc628	Soc506	2	17	28596247	28184959	411288	23	19.60	21.57	1.97
onil	Contig_18481	Soc855	3	17	25080600	25918319	837719	23	27.76	30.08	2.32
onil	Soc971	Contig_8901	4	17	21953875	21520544	433331	23	43.27	44.86	2.05
onil	Soc1117	Contig_25345	2	17	21326056	20327924	998132	23	49.51	51.58	2.07
onil	Contig_4568	Contig_72330	5	17	18648235	13371897	5276338	23	58.24	72.67	14.43
onil	Contig_36533	Soc583	2	11	3785496	2378804	1406692	6	0.62	2.34	1.72
onil	Contig_15946	Contig_5599	3	11	15072681	14494191	683425	6	8.54	11.97	3.43
onil	Contig_90362	Contig_28405	2	11	8086234	8882427	796193	6	16.68	16.68	0.00
onil	Contig_74321	Contig_1062	3	11	10721575	11003005	814476	6	18.98	22.05	3.07
onil	Contig_29679	Contig_12049	2	11	243554	156871	86683	6	24.57	26.24	1.67
onil	Dla10	Soc412	4	11	6432763	5667990	882803	6	28.48	31.18	2.70
onil	Contig_16536	Soc1115	3	11	17518249	16570021	1550847	6	32.61	35.97	3.36
onil	Contig_27414	Contig_61880	2	11	20358662	21111367	752705	6	50.21	50.59	0.38
onil	Contig_76926	Contig_9054	4	11	21602886	23188748	1585862	6	52.63	60.88	8.25
onil	Dla41	Contig_4235	2	11	25662922	24004962	1657960	6	68.91	71.77	2.86
onil	Contig_32096	Contig_34093	2	11	27626871	26672075	954796	6	71.77	80.05	8.28
onil	Soc570	Soc617	2	11	29562332	28292696	1269636	6	82.00	82.63	0.63
onil	Contig_30753	Contig_16052	3	3	13036342	12085775	950567	3	41.35	44.77	3.42
onil	Contig_27075	Contig_20030	2	3	11040686	11645290	604604	3	46.10	47.35	1.25
onil	Contig_15427	Contig_3783	5	3	8728015	5182471	3545544	3	54.57	70.42	15.85
onil	Contig_15130	Contig_20641	2	3	4063334	4900520	837186	3	73.55	75.89	2.34
onil	Soc1059	Contig_7672	3	3	8808152	10430608	1622456	3	75.89	75.89	0.00
onil	Dla87	Contig_59013	3	3	2495690	3796855	1616625	3	79.30	80.35	1.05
onil	Contig_5783	Contig_7080	2	3	656565	207380	449185	3	88.78	92.21	3.43
onil	Contig_23536	Contig_2506	2	13	874209	3913891	3039682	9	12.41	16.94	4.53
onil	Dla69	Contig_2674	4	13	26910815	22845207	4065608	9	18.81	31.31	12.50
onil	Soc562	Contig_17543	4	13	20837687	21423843	623196	9	37.64	38.63	1.82
onil	Contig_31412	Contig_26225	5	13	19747542	16499743	3305117	9	42.32	47.09	4.77
onil	Contig_57994	Soc995	3	13	15051126	15852963	801837	9	50.16	50.16	0.00
onil	Contig_32689	Contig_66941	3	13	9393209	11037913	1644704	9	65.42	65.42	0.00
onil	Contig_5913	Contig_5374	2	13	10676725	11168859	492134	9	66.99	66.99	0.00
onil	Soc711	Contig_24458	2	13	8663704	9668333	1004629	9	78.60	80.87	2.27
onil	Contig_33841	Contig_4308	2	5	6460276	5065683	1394593	12	26.61	28.79	2.18
onil	Contig_542	Soc943	7	1	3618117	5868787	2250670	12	38.29	48.29	10.00
onil	Contig_88777	Soc718	7	1	25334544	19268634	6065910	12	49.71	62.25	12.54
onil	Soc1041	Contig_102220	4	1	17235459	16736145	1045553	12	68.13	69.78	1.65
onil	Soc1082	Contig_25827	4	1	15948804	15746722	1213662	12	74.64	75.91	1.88
onil	Contig_8602	Contig_21092	2	1	27176796	27137653	39143	12	91.89	93.16	1.27
onil	Contig_7484	Contig_28605	2	1	10784067	9156036	1628031	12	98.24	99.34	1.10
onil	Contig_80248	Contig_19458	2	8	15279601	16014189	734588	15	1.98	3.53	1.55
onil	Contig_39635	Contig_26858	3	8	26868505	25996796	871709	15	7.32	9.84	2.52
onil	Contig_9025	Dla79	5	8	27155089	27835279	680190	15	19.44	21.07	1.63
onil	Contig_105401	Contig_20195	2	8	28885113	29000771	115658	15	28.26	28.26	0.00
onil	Contig_48441	Contig_26324	2	8	14370860	14929739	558879	15	31.30	32.05	0.75
onil	Contig_4024	Dla59	5	8	16232259	18737048	2504789	15	33.30	33.41	0.11
onil	Contig_36223	Contig_26681	2	8	11655802	11637143	18659	15	49.01	52.16	3.15
onil	Soc601	Contig_8081	3	8	10383169	10168315	415593	15	53.65	54.31	0.66
onil	Contig_41386	Contig_77944	5	8	9146631	4134529	5284699	15	58.52	77.85	19.33
onil	Contig_9040	Contig_16402	2	22	15915427	16943530	1028103	14	38.68	41.77	3.09
onil	Contig_9201	Contig_68440	3	22	21901088	23616590	1715502	14	48.24	48.24	0.00
onil	Soc850	Contig_14799	2	22	21147382	21429754	282372	14	49.65	49.65	0.00
onil	Contig_42240	Soc645	5	22	14734790	12771658	1963132	14	54.01	66.86	12.85
onil	Contig_34907	Contig_27026	2	22	9601187	8607829	993358	14	72.74	73.56	0.82
onil	Contig_51792	Contig_5976	2	22	12289371	11318257	971114	14	73.56	76.77	3.21
onil	Soc1133	Soc1134	2	22	3063833	3063833	0	14	78.91	81.60	2.69
onil	Contig_17896	Soc622	2	10	12353902	12600315	246413	20	0.31	3.44	3.13
onil	Contig_19215	Contig_62771	4	10	10750644	11142447	391803	20	7.15	12.50	5.36
onil	Contig_10006	Contig_26653	2	10	13486961	14748015	1261054	20	30.74	33.39	2.65
onil	Contig_8178	Contig_64508	2	17	9649578	8878433	771145	20	44.26	45.53	1.27
onil	Contig_47600	Soc613	3	10	5841156	7348366	1507210	20	52.97	56.14	3.17
onil	Contig_8952	Contig_23708	5	10	2617177	1284010	2327519	20	69.63	73.78	4.15
onil	Contig_22492	Contig_9483	2	2	5212245	6270152	1057907	8	4.15	4.15	0.00
onil	Contig_71286	Soc1142	3	5	32710287	33090052	618491	8	4.03	7.29	3.26
onil	Contig_5422	Contig_27774	2	2	6614317	6840638	226321	8	8.55	8.55	0.00
onil	Contig_2626	Contig_39212	17	2	12751312	24578115	12045442	8	21.42	60.89	39.47
onil	Contig_44525	Contig_25514	2	2	294520	48398	246122	8	73.87	75.86	1.99
onil	Contig_67859	Contig_4766	3	2	8901473	9028520	127047	8	81.47	82.86	1.55
onil	Contig_38929	Contig_5544	4	2	1269183	2206153	936970	8	84.02	87.75	3.73
onil	Soc576	Contig_35183	3	2	3182367	3510157	327790	8	87.75	89.00	1.25
onil	Contig_22073	Soc551	2	4	10576765	9772750	804015	4	6.64	8.07	1.43
onil	Contig_15353	Contig_1130	4	4	13294439	13783705	753157	4	11.56	18.36	6.80
onil	Contig_7066	Contig_105085	4	4	22103612	20724410	1651529	4	22.22	27.11	4.89
onil	Contig_11497	Soc804	2	4	17074519	17488478	413959	4	30.59	33.76	3.17
onil	Contig_15666	Soc1152	2	4	4897575	4448132	449443	4	63.35	66.48	3.13
onil	Contig_13958	Contig_64871	2	4	8128599	7832967	295632	4	67.46	74.39	6.93
onil	Contig_772	Contig_931	2	4	24683012	24673184	9828	4	87.32	87.32	0.00
onil	Contig_6514	Soc553	2	4	24942918	25089033	146115	4	87.95	87.95	0.00
onil	Contig_49135	Soc1011	2	4	25768571	26758050	989479	4	90.68	90.68	0.00
onil	Soc1143	Contig_10089	2	7	6903148	5764952	1138196	24	2.90	5.50	2.60
onil	Soc541	Contig_1926	2	7	3826267	3003043	823224	24	8.69	9.78	1.09
onil	Contig_5090	Contig_33822	4	13	30577026	28673295	2160625	24	24.95	29.10	4.77
onil	Contig_49010	Contig_16010	2	7	39086411	39144703	58292	24	34.96	34.96	0.00
onil	Dla85	Soc1092	3	7	41298715	41846172	547457	24	46.83	48.76	1.93
onil	Contig_86884	Contig_22317	3	7	42993998	46325496	3331498	24	61.28	67.22	5.94
onil	Contig_1141	Contig_3881	2	7	3375174	3597649	222475	24	73.65	75.06	1.41
onil	Contig_19656	Contig_23868	2	5	10493100	11026458	533358	10	7.77	7.77	0.00
onil	Contig_22159	Contig_25685	5	5	10970893	14271880	3300987	10	14.77	24.20	9.43
onil	Contig_27201	Contig_4294	2	5	14759413	14981604	222191	10	25.65	27.52	1.87
onil	Contig_36711	Contig_45139	3	5	28210094	31756297	3546203	10	35.00	41.04	6.04
onil	Contig_75800	Contig_16927	2	5	25797828	25979475	181647	10	46.70	49.72	3.02
onil	Contig_31364	Soc1020	2	5	22363992	23013571	649579	10	73.90	76.99	3.09
onil	Contig_24248	Contig_104612	5	12	753012	7213218	6460206	19	8.26	14.75	6.49
onil	Contig_29539	Contig_10399	5	12	32635494	29216853	3418641	19	14.75	19.46	4.71
onil	Contig_75005	Soc1025	4	12	21047928	23625416	2577986	19	27.26	32.01	4.75
onil	Contig_87980	Soc1051	2	12	25448460	23755489	1692971	19	32.01	32.32	0.31
onil	Contig_18995	Contig_10741	2	12	20095558	19905265	190293	19	39.55	43.57	4.02
onil	Soc439	Soc569	2	12	18732288	18058569	673719	19	53.11	61.71	8.60
onil	Soc758	Soc1081	4	12	13166669	13065576	872390	19	71.79	73.21	1.42
onil	Soc965	Contig_9869	3	12	11863662	12197952	334290	19	74.62	74.62	0.00
onil	Contig_27134	Contig_11334	2	12	10574226	9407639	1166587	19	77.30	78.51	1.21
onil	Contig_91727	Contig_33889	2	12	10910807	11351566	440759	19	78.51	79.91	1.40
onil	Soc532	Soc929	3	12	9137562	9403808	511805	19	82.04	82.67	1.33
onil	Contig_49881	Contig_3899	3	14	24741128	22625673	2507428	5	7.48	8.60	1.12
onil	Contig_41916	Contig_51758	2	14	14457069	12989719	1467350	5	13.74	20.94	7.20
onil	Soc646	Contig_14220	5	14	8839347	11729604	2890257	5	28.19	42.60	14.41
onil	Soc739	Contig_33314	2	14	4067853	3805612	262241	5	49.85	51.08	1.23
onil	Contig_6596	Contig_44858	2	14	2833078	2181795	651283	5	61.91	63.84	1.93
onil	Contig_47903	Soc156	2	14	28705875	29672448	966573	5	66.73	66.73	0.00
onil	Contig_2440	Contig_42933	2	14	32143282	32475228	331946	5	72.71	74.60	1.89
dlab	Soc652	Soc688	2	15	22079427	21746411	333016	11	1.70	2.95	1.25
dlab	Contig_4979	Contig_8095	2	15	20223331	20488018	264687	11	5.18	7.88	2.70
dlab	Soc548	Contig_10552	3	15	19661687	19327578	334109	11	10.54	15.89	5.35
dlab	Contig_29090	Contig_8571	2	15	1224565	1535287	310722	11	22.82	25.05	2.23
dlab	Contig_9451	Contig_3268	3	15	1074169	1097478	103455	11	25.67	26.29	0.62
dlab	Contig_20298	Contig_16479	2	15	5080694	5072672	8022	11	26.95	26.95	0.00
dlab	Contig_10628	Contig_22497	2	15	7255639	6986848	268791	11	31.75	33.40	1.65
dlab	Contig_79849	Soc1141	4	15	7898925	8639139	1015523	11	35.22	37.37	2.15
dlab	Contig_15850	Soc1090	3	15	9411359	9844884	821986	11	38.64	41.03	2.39
dlab	Contig_97595	Contig_13624	2	15	11766792	11365550	401242	11	43.32	46.71	3.39
dlab	Contig_18818	Contig_26746	2	15	12385100	12927565	542465	11	51.20	51.25	0.05
dlab	Contig_2467	Soc648	2	15	584993	435414	149579	11	72.88	73.50	0.62
dlab	Contig_68171	Contig_76983	2	15	14851122	15424267	573145	11	73.50	73.50	0.00
dlab	Contig_3312	Soc1073	4	22-25	22256826	23768119	1598290	21	4.31	3.69	0.78
dlab	Soc1075	Lcr04	3	22-25	18417588	19216055	798467	21	12.45	12.45	0.00
dlab	Soc1052	Contig_39603	3	22-25	16982090	15057388	1924702	21	19.80	24.70	4.90
dlab	Contig_8360	Soc832	3	22-25	14318806	12671465	1647341	21	30.77	44.35	13.58
dlab	Contig_41568	Contig_50528	5	22-25	7015385	8005958	1418770	21	50.90	59.39	8.49
dlab	Contig_45511	Contig_34845	2	22-25	5592083	5807233	215150	21	61.32	61.32	0.00
dlab	Contig_2519	Contig_87338	3	22-25	2891325	3363940	541948	21	67.26	67.26	0.00
dlab	Contig_13434	Contig_41732	2	22-25	2324919	2195379	129540	21	68.53	69.79	1.26
dlab	Contig_48161	Contig_57751	2	22-25	2236135	2897538	661403	21	78.11	78.11	0.00
dlab	Contig_4648	Contig_68186	4	22-25	961902	788888	192776	21	78.50	81.59	3.09
dlab	Contig_71936	Contig_15075	2	22-25	1374188	1688755	314567	21	81.38	84.98	3.60
dlab	Contig_49244	Contig_34000	4	18-21	616589	1985694	1369105	7	0	7.14	7.14
dlab	Dla43	Contig_14464	2	18-21	3233806	4000584	766778	7	7.22	6.84	0.38
dlab	Soc826	Contig_62783	2	18-21	4745781	4451011	294770	7	15.15	18.00	2.85
dlab	Soc786	Contig_20392	8	18-21	4914606	8207455	3449638	7	18.00	35.99	17.99
dlab	Contig_24723	Contig_30176	2	18-21	8821625	9121782	300157	7	40.30	41.43	1.13
dlab	Contig_12913	Contig_18930	4	18-21	9907618	9893703	563782	7	44.04	48.91	4.87
dlab	Soc1099	Soc1098	2	18-21	11538301	11538301	0	7	54.86	56.46	1.60
dlab	Contig_32905	Soc678	3	18-21	12253881	12306652	73925	7	56.46	58.61	2.15
dlab	Contig_39806	Contig_31276	2	18-21	11656197	11946816	290619	7	58.93	60.20	1.27
dlab	Contig_3269	Contig_22414	2	18-21	15698987	15650736	48251	7	68.80	68.80	0.00
dlab	Contig_17615	Contig_20660	2	24	6085466	5672215	413251	2	10.74	21.27	10.53
dlab	Contig_52215	Contig_38410	9	24	6072322	9852208	3779886	2	28.59	39.94	11.35
dlab	Contig_13020	Contig_80464	2	24	1459199	726203	732996	2	44.57	47.13	2.56
dlab	Contig_46769	Contig_22266	2	24	2986616	3482828	496212	2	59.53	59.53	0.00
dlab	Contig_37291	Contig_27597	4	24	3861635	3602922	342074	2	71.60	73.49	1.89
dlab	Contig_10198	Contig_98312	3	17	1067900	905774	162126	17	4.07	5.40	1.33
dlab	Contig_2997	Soc933	3	17	1877232	2803457	926225	17	5.40	5.40	0.63
dlab	Contig_151	Contig_59286	3	17	4935473	4306173	1039521	17	8.78	10.22	1.44
dlab	Contig_6334	Soc681	6	17	5306012	7407935	2101923	17	12.45	21.71	9.26
dlab	Lcr08	Contig_77726	2	17	7912682	7728121	184561	17	23.97	31.88	7.91
dlab	Soc770	Contig_36756	3	17	9564680	9481766	316782	17	35.99	39.13	3.14
dlab	Contig_57040	Contig_10214	4	17	9661418	10008466	347048	17	40.76	45.28	4.52
dlab	Contig_56723	Soc810	2	17	10737716	11476513	738797	17	46.43	48.64	2.21
dlab	Contig_3031	Soc1124	3	17	17663204	17746923	155541	17	51.81	54.38	2.57
dlab	Contig_3903	Contig_911	3	17	15854470	16520860	666390	17	59.23	60.01	1.42
dlab	Dla89	Contig_13196	4	17	11975232	12332678	662063	17	61.16	65.74	4.58
dlab	Soc1072	Contig_6925	2	17	13340674	13493498	152824	17	65.74	65.74	0.00
dlab	Contig_24314	Contig_51690	2	17	13961482	14330370	368888	17	67.14	68.83	1.69
dlab	Contig_41724	Contig_73579	3	17	20153476	18370216	1783260	17	76.02	81.33	5.31
dlab	Contig_6646	Contig_3822	3	19	19695330	19903684	237751	22	7.26	8.00	0.74
dlab	Contig_42946	Contig_1886	3	19	21280253	22003565	1211934	22	9.70	11.38	1.68
dlab	Contig_6405	Contig_35102	2	19	12972483	12497066	475417	22	23.59	27.66	4.07
dlab	Soc616	Soc657	7	19	13205023	15373582	2168559	22	34.77	44.71	9.94
dlab	Contig_61269	Contig_72963	3	19	7402664	8852575	1449911	22	48.41	49.59	1.18
dlab	Contig_81717	Contig_72221	2	19	8961680	9068736	107056	22	56.10	58.42	2.32
dlab	Contig_24449	Contig_18195	3	19	6925944	6372019	592542	22	61.68	63.74	2.06
dlab	Contig_37162	Soc656	2	19	4832239	4277444	554795	22	68.46	73.57	5.11
dlab	Lcr12	Contig_44164	2	19	6904840	7371145	466305	22	74.87	76.17	1.30
dlab	Contig_12764	Soc653	3	7	15405892	14468060	937832	1	0	4.50	4.50
dlab	Contig_7095	Contig_10411	13	7	15592542	22835875	7243333	1	4.19	29.96	25.77
dlab	Contig_56045	Soc1136	6	7	22885155	24853127	1967972	1	31.09	35.75	4.66
dlab	Contig_24605	Contig_7525	5	7	25584714	27232098	1918224	1	35.75	46.07	10.32
dlab	Dla97	Contig_48437	3	7	10780104	12009564	1229460	1	58.02	60.09	2.07
dlab	Contig_40846	Contig_12766	2	7	10438477	10057581	380896	1	63.30	65.55	2.25
dlab	Soc1125	Contig_17275	4	7	5249390	6004398	755008	1	77.31	77.31	0.66
dlab	Contig_29953	Contig_24603	3	7	5013591	4497519	516072	1	77.94	79.84	1.90
dlab	Contig_34015	Contig_39819	2	7	7211476	7481234	269758	1	83.11	93.91	10.80
dlab	Contig_14829	Contig_46578	3	4	21577850	21286128	525968	18	2.74	4.52	1.78
dlab	Contig_106699	Soc703	3	4	356505	848839	492334	18	5.76	6.38	0.62
dlab	Contig_7670	Contig_34833	2	4	2462779	2028272	434507	18	6.73	7.31	0.58
dlab	Soc567	Contig_3776	2	4	2415630	3763316	1347686	18	7.31	7.31	0.00
dlab	Contig_2075	Contig_35477	4	4	20020351	20548350	527999	18	8.57	11.88	3.31
dlab	Contig_78791	Soc667	6	4	21451052	23303068	1852016	18	15.81	28.28	12.47
dlab	Contig_46859	Contig_38502	2	4	18926577	19216948	290371	18	35.58	36.80	1.22
dlab	Soc661	Contig_29312	4	4	17353791	17174208	550013	18	41.46	42.85	1.90
dlab	Contig_58982	Contig_25308	3	4	12582370	13724465	1142095	18	58.04	58.04	0.62
dlab	Contig_81102	Soc431	5	4	10429283	11306433	927568	18	58.70	59.70	1.00
dlab	Contig_40076	Contig_84850	2	4	12777957	11656028	1121929	18	59.70	62.59	2.89
dlab	Contig_62904	Contig_38804	3	4	7843552	8586231	775096	18	66.99	69.31	2.32
dlab	Contig_24552	Contig_44761	3	4	7058333	6090767	967566	18	72.40	74.28	1.88
dlab	Soc581	Soc424	2	4	4023982	3865599	158383	18	75.54	76.25	0.71
dlab	Soc1127	Soc821	2	4	23471473	23570042	98569	18	82.57	82.57	0.00
dlab	Contig_81929	Contig_6831	2	4	27313564	26314022	999542	18	82.57	84.87	2.30
dlab	Contig_56923	Contig_94624	2	10	23618856	23121925	496931	13	0.76	2.87	2.11
dlab	Contig_16461	Contig_56840	4	10	23148798	22225345	1352827	13	9.53	12.05	2.52
dlab	Contig_48834	Contig_3250	4	10	19162746	19587793	594773	13	15.73	26.92	11.19
dlab	Contig_104646	Contig_63899	4	10	15174434	15202736	1227415	13	30.78	31.75	0.97
dlab	Contig_44101	Contig_1900	3	10	14291304	14887373	596069	13	32.63	32.63	0.00
dlab	Contig_72112	Soc1157	2	10	12598978	12717703	118725	13	36.67	46.06	9.39
dlab	Contig_10041	Soc1109	8	10	10923543	9525506	1518268	13	51.86	57.87	6.01
dlab	Contig_63257	Contig_53258	3	10	8112682	8514600	401918	13	63.71	67.14	4.05
dlab	Contig_15868	Soc507	2	10	6535062	6027423	507639	13	71.01	72.85	1.84
dlab	Contig_13682	Contig_88237	2	10	5888246	5949590	61344	13	77.14	77.14	0.00
dlab	Soc983	Soc1155	8	10	342595	4616361	4273766	13	80.27	79.65	0.62
dlab	Soc1104	Contig_43908	2	12	2455391	2623742	168351	16	12.57	12.57	0.00
dlab	Contig_16651	Contig_22079	2	12	6950822	6744483	206339	16	28.06	32.67	4.61
dlab	Soc888	Dla84	2	12	8554992	8569904	14912	16	32.67	32.67	0.00
dlab	Contig_26622	Contig_27803	2	12	4008399	4623621	615222	16	33.32	33.95	0.63
dlab	Contig_18654	Soc647	9	12	9132401	10868190	1966366	16	40.42	53.76	13.34
dlab	Dla60	Contig_12351	4	12	11342297	12350824	1008527	16	55.87	55.87	0.70
dlab	Contig_106014	Contig_167	2	12	12350517	12988629	638112	16	59.06	59.06	0.00
dlab	Soc1067	Contig_5420	3	12	14140497	15078676	938179	16	63.84	70.29	6.45
dlab	Contig_96382	Contig_66355	9	12	15153568	18080659	2927091	16	70.99	83.30	12.31
dlab	Contig_30701	Contig_12128	3	12	19582586	19908057	371822	16	86.01	87.42	1.41
dlab	Soc550	Soc941	2	12	20262158	20441674	179516	16	88.04	90.06	2.02
dlab	Soc609	Contig_34953	2	12	21571940	21492809	79131	16	91.19	91.96	0.77
dlab	Contig_29848	Soc994	2	12	21005748	21123737	117989	16	93.43	92.58	0.85
dlab	Contig_18025	Contig_99535	2	x	5702912	4990445	712467	23	4.06	6.72	2.66
dlab	Contig_51819	Soc1012	2	x	1473087	1692497	219410	23	6.62	10.46	3.84
dlab	Contig_5987	Contig_8665	5	x	2463512	4322595	1859083	23	9.52	10.46	0.94
dlab	Soc527	Contig_26817	2	x	6266522	6453152	186630	23	17.45	18.17	0.72
dlab	Soc521	Contig_8901	13	x	6594577	11217897	4623352	23	19.60	44.86	25.72
dlab	Soc1117	Contig_25345	2	x	11379797	12232231	852434	23	49.51	51.58	2.07
dlab	Contig_13755	Contig_4568	3	x	13700510	13573308	327215	23	53.70	58.24	5.40
dlab	Lcr01	Contig_10356	4	x	15527835	15952581	424746	23	60.30	69.53	9.23
dlab	Contig_28881	Contig_7814	3	x	16859330	17081755	267630	23	70.16	71.41	1.25
dlab	Contig_7740	Soc583	3	16	23563150	21937958	1625192	6	0	2.34	2.34
dlab	Contig_28405	Contig_90362	2	16	19728881	20446265	717384	6	16.68	16.68	0.00
dlab	Contig_33248	Contig_1875	3	16	16824702	16888573	347944	6	17.00	18.92	1.92
dlab	Contig_6637	Contig_1062	2	16	15590817	15033752	557065	6	20.47	22.05	1.58
dlab	Contig_16390	Contig_12049	4	16	14185490	13028660	1583544	6	22.05	26.24	4.19
dlab	Dla10	Contig_39564	8	16	11857685	9882310	2669316	6	28.48	42.13	13.65
dlab	Soc568	Contig_27414	4	16	8534714	7134471	1900964	6	40.62	50.21	9.97
dlab	Contig_76926	Contig_50499	2	16	6156418	5449635	706783	6	52.63	55.97	3.34
